TEAM,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,TOR,ORB,FTR,2P_O,3P_O,YEAR
Chicago St.,30,3,88.5,117.3,0.038,44.2,22.5,22.1,33.1,43.5,30.7,2019
Grand Canyon,33,20,106.3,101.2,0.6365,51.4,17.3,29,33.7,52.5,33.1,2019
Seattle,31,18,100,100.6,0.4807,49.1,17.5,29.3,34.3,46.1,36.8,2019
UMKC,31,11,99.5,106.3,0.3201,49.8,17.2,23.5,32.4,47.8,35.2,2019
UT Rio Grande Valley,35,20,98,100.9,0.4167,46.3,18,26.5,42.7,46,31.3,2019
Utah Valley,33,25,107,102.6,0.6194,55.6,20.2,28,40.3,54.2,38.5,2019
Loyola Marymount,30,7,100.6,108.3,0.3004,46.3,21.5,33.5,36.2,43.8,35.1,2015
Pacific,28,9,102.4,106.3,0.3934,46.8,19.8,34.6,39.4,44.3,34.2,2015
Pepperdine,31,17,98,94.4,0.6053,46.9,19.3,28.7,37,46.6,31.8,2015
Portland,31,15,107.7,102.7,0.6327,50,18.3,35,36.1,46.9,37.8,2015
Saint Mary's,30,20,110,97.7,0.7965,52.4,18.8,33.2,34.1,50.6,37.1,2015
San Diego,30,14,102,95.5,0.6798,48,18.4,30,38.4,46,34.5,2015
San Francisco,31,13,104.3,99.8,0.6252,50.7,17.9,30.5,41,50.7,33.7,2015
Santa Clara,30,12,104.8,104,0.5216,48.2,17.1,28.1,31.1,46,34.6,2015
BYU,36,25,112,98.1,0.8223,52.9,15.8,31.2,35.3,50.2,38.4,2016
Loyola Marymount,30,13,103.5,106.6,0.4174,47.5,16.2,28.9,28.4,45.7,33.9,2016
Pacific,26,6,99.9,103.8,0.3924,49,19.8,28.5,38.4,49.3,32.2,2016
Pepperdine,31,17,105.6,102.7,0.5793,49,16,30.3,41.1,48.3,34,2016
Portland,31,11,107.6,109.2,0.4588,49.9,16.8,30.7,31.4,47,36.3,2016
Saint Mary's,34,28,117.6,98.6,0.883,58.4,15.4,29.8,29,56.4,41,2016
San Diego,29,8,92.8,101,0.2743,45.2,20.6,26,33.9,46.1,29.2,2016
San Francisco,29,14,105.5,109.6,0.3908,50,17.8,33.4,39.1,48.5,35.1,2016
Santa Clara,30,10,101.1,107.2,0.3383,47.9,16.9,24.4,33.8,45.2,34.8,2016
BYU,34,22,108.2,99.5,0.7249,51.2,18.2,29.1,42.3,50.9,34.4,2017
Loyola Marymount,29,15,101.6,102.2,0.4822,50.3,19,30,30.9,48.9,35.2,2017
Pacific,32,11,98.8,105.5,0.3214,44.6,17,29.3,34.6,42.9,32.5,2017
Pepperdine,30,9,101.6,113.1,0.226,49.4,18,26.1,29.5,46.9,37.5,2017
Portland,31,11,97.5,106.7,0.2613,47.1,19.2,24.4,37.6,43.2,37,2017
San Diego,30,13,98.5,107.5,0.2681,48.2,18.7,23.6,35.5,45,34.7,2017
San Francisco,32,20,102,95.2,0.6882,52.3,18.3,26.5,27.2,52.5,34.7,2017
Santa Clara,32,17,105.8,101.4,0.6211,52.4,15.9,18.3,24,47.9,38.3,2017
BYU,35,24,106.7,98.2,0.7226,54.1,16.8,22.5,37.6,55.3,34.7,2018
Loyola Marymount,30,11,106.2,112.6,0.3373,49.3,19.2,34.6,32.5,48.2,34.6,2018
Pacific,31,14,105.2,106.1,0.4756,48.5,17.2,30.3,40.5,48.4,32.6,2018
Pepperdine,31,6,105.1,112,0.3236,49.5,17.2,28.5,35.2,48.8,34.2,2018
Portland,29,10,98.9,107.2,0.2856,50.6,18.1,19.2,34.6,46.5,38.3,2018
Saint Mary's,36,30,118.7,102.3,0.8468,58.7,15.4,28.9,30.4,57.1,41,2018
San Diego,33,20,104.1,99.3,0.6325,53.1,19.6,22.4,39.3,51.7,36.6,2018
San Francisco,38,22,101.8,100.1,0.5476,49.4,17.4,28,29.3,48.4,33.8,2018
Santa Clara,29,11,99,108.6,0.2557,48.6,17.2,23.7,30.2,47.1,33.8,2018
BYU,32,19,110,102.8,0.6868,52.8,15.3,23.7,40,54.7,33,2019
Loyola Marymount,32,22,103.1,98.7,0.6228,49.5,19.3,29.4,36.7,50.3,31.6,2019
Pacific,30,14,98.4,102.6,0.3831,47.7,19.6,26.8,40.5,44.9,35.6,2019
Pepperdine,33,16,107,105.3,0.5462,52,18,24.9,35.7,48.4,37.9,2019
Portland,30,7,93.6,108.1,0.1607,47.3,19.9,20.3,39,45.8,32.9,2019
San Diego,35,21,104.4,97.4,0.6893,52.4,18.8,24.1,32.4,52.4,34.8,2019
San Francisco,30,21,111.1,101.5,0.7383,53.5,15.1,28.9,30.9,53.8,35.4,2019
Santa Clara,30,16,100.3,102.4,0.4409,51.6,20.5,24.1,33.9,49.8,36.2,2019
Abilene Christian,21,2,95.1,116.4,0.0889,47.2,22.3,24.9,42.3,42.3,37.3,2014
Air Force,28,10,98.9,104.9,0.336,49.5,20.5,26.4,37.1,49.6,32.9,2014
Akron,34,21,105,101.7,0.5896,50.3,19.8,34.8,40.4,49.3,34.6,2014
Alabama,31,12,108.3,98,0.7585,49.4,18.3,30,44,49.1,33.3,2014
Alabama A&M,28,12,91.6,105,0.1731,46.3,19.8,27.6,41.5,45,32.3,2014
Alabama St.,29,16,95.1,111.7,0.1352,45.5,17.6,33.3,40.7,47.2,28,2014
Alcorn St.,28,9,93.2,110,0.1289,45.2,17.8,28.6,41.4,45.2,30.1,2014
Appalachian St.,26,5,91.3,109.9,0.1057,44.2,18.7,33.4,41.1,44.3,29.4,2014
Arkansas,34,22,110.6,96.4,0.8303,50.1,15.7,31.8,40.2,48,36.2,2014
Arkansas Little Rock,30,13,100,105.4,0.3522,46,19,31.3,41.5,45.8,31.1,2014
Arkansas Pine Bluff,29,11,92.3,107.1,0.1531,47,22.3,29.2,41.1,44.7,34.1,2014
Arkansas St.,30,17,105.9,104.5,0.5385,52.3,17.7,26.9,42.4,48.3,38.6,2014
Army,30,14,104.7,109.7,0.369,51.1,18.9,32,32.6,51.4,33.8,2014
Auburn,30,14,110.5,103.9,0.6706,48.9,17.9,31.7,44.1,50,31,2014
Austin Peay,28,10,100.6,110.4,0.2559,52.6,21.4,29.6,49.3,53.5,33.5,2014
Ball St.,28,3,96.7,108.3,0.2137,46.6,25,34,42.6,46.3,31.5,2014
Belmont,35,25,113.4,105.4,0.6977,57.6,18.6,28.2,41.2,56.9,39,2014
Bethune Cookman,30,5,96.1,117.1,0.0929,45.7,19.7,31.8,34.1,41.3,35.8,2014
Binghamton,30,7,92.3,109.6,0.1225,43.9,21.5,29.1,44.2,41.5,32,2014
Boise St.,31,18,114.3,103.7,0.7546,51.2,15,32.1,36.6,49.8,35.9,2014
Boston College,31,7,114.5,109.8,0.618,52.1,17.4,27.1,44.5,51.7,35.1,2014
Boston University,35,24,107,101.4,0.649,52.3,17.6,28.1,29.9,50.9,36.3,2014
Bowling Green,31,11,92,97.1,0.3495,45.5,22.1,30.4,36.3,46.4,28.3,2014
Bradley,32,12,100,103.3,0.4081,46.4,18.7,32.3,36.5,45.7,32.2,2014
Brown,28,14,100.1,100.2,0.4944,48.2,18.7,30.5,35.6,44.7,37.7,2014
Bryant,31,17,104.7,108.4,0.4008,52.5,18.1,29,37.1,53.8,33.2,2014
Bucknell,30,16,102.7,101.2,0.5434,48.9,16.8,29,31.7,44.6,39,2014
Buffalo,28,18,110.1,103.6,0.6667,50.2,18.5,35.1,41.8,50,33.7,2014
Butler,30,13,105.9,98.3,0.7022,47.3,15.3,30.4,37.7,47.3,31.4,2014
Cal St. Bakersfield,31,12,100,105.8,0.343,49.5,21,34.3,38.7,45.4,38.6,2014
Cal St. Fullerton,31,11,99.9,108,0.2907,48.1,17.8,29.1,38.1,47.3,33.1,2014
Cal St. Northridge,33,15,105.1,111.7,0.3323,48.9,18.2,33,48.8,47.3,36.4,2014
California,35,21,110.9,99.8,0.7717,50.7,15.1,29.5,35.6,50.2,34.5,2014
Campbell,28,9,97.3,114.5,0.1336,51.3,20.3,31,27.4,50.2,35.1,2014
Canisius,33,21,111.8,109,0.5713,52.7,16.5,31.8,38,49.9,38.6,2014
Central Arkansas,27,6,95.5,112.4,0.133,49.3,20.3,28,38.2,46.9,36.7,2014
Central Connecticut,29,10,97.2,111.1,0.1759,48.1,19.9,28.8,29.6,47.3,33.5,2014
Central Michigan,29,8,106.1,116.8,0.2493,49.3,16.5,29,37.1,50.8,31.6,2014
Charleston Southern,27,9,105.6,109.7,0.391,51.3,16.1,29.9,34.8,48.3,37,2014
Charlotte,31,17,102,102.4,0.4892,49.7,21,33.8,39.5,48.2,35.6,2014
Chattanooga,30,15,99.9,109.8,0.2511,47.4,18.9,34.1,44.6,46.7,32.5,2014
Chicago St.,30,11,97.4,109,0.215,46.8,17.1,27,33.8,45.1,33.3,2014
Clemson,36,23,106.7,93.9,0.8116,47.4,18.2,33.8,36.1,47.9,31,2014
Cleveland St.,31,19,109.3,102.3,0.6813,52.7,19.3,31.9,37.5,48.8,40.2,2014
Colgate,30,12,108.6,108.4,0.5041,56.4,18.1,23.6,28.1,54,40.1,2014
College of Charleston,31,13,98.7,99.3,0.4826,47.3,20.3,34.8,34.4,44.9,34.5,2014
Colorado St.,30,14,110,107.5,0.5663,46.2,14.1,34.7,47.6,45.7,31.6,2014
Columbia,33,20,106.9,103.3,0.5989,52.5,19.2,26.5,44,48.5,38.6,2014
Coppin St.,31,11,99.5,112.7,0.1924,45.3,17.2,30.2,40.2,43.1,32.4,2014
Cornell,27,1,101.2,119.4,0.1297,46.7,18.2,28.1,28.2,46.5,31.4,2014
Dartmouth,26,10,102,109.9,0.2987,49.2,18.8,31.6,36.3,45.7,38.1,2014
Davidson,32,19,113.1,107.2,0.6488,54.7,16.6,29.1,38.4,53.5,37.8,2014
Delaware St.,28,7,97.3,112.9,0.1523,46.3,19.5,29,38.7,45.8,31.6,2014
Denver,30,15,110.2,108.9,0.5358,54.3,16.6,24.8,34.7,51.8,38.4,2014
DePaul,33,12,105.3,106.5,0.4664,47.6,19.7,33.8,42,46.3,33.6,2014
Detroit,30,11,100.7,103.5,0.4216,45.8,18.5,32.6,38.5,45.7,30.8,2014
Drake,30,14,104.2,105.8,0.4556,52.1,18.8,26.8,38.2,47.4,39.7,2014
Drexel,30,16,103.9,101.5,0.5666,46.6,12.9,28.9,39.2,46.4,31.4,2014
Duquesne,30,13,109.9,108.1,0.5468,50.6,16.2,29.9,42.2,48.5,36.3,2014
East Carolina,30,13,106.4,110.3,0.398,51.3,18.3,29.3,41.6,48.3,36.7,2014
East Tennessee St.,34,18,102.8,109.8,0.3181,49.3,16.3,27.4,42.8,46.4,36.1,2014
Eastern Illinois,27,9,99,111.1,0.2087,48.7,20.1,30.6,41.8,48.7,32.5,2014
Eastern Michigan,34,19,97.9,94.4,0.6022,44.2,17.9,30.4,43,43.8,30,2014
Eastern Washington,29,13,105.9,110.4,0.3826,51.9,17.5,29.9,40.4,49.5,37.2,2014
Elon,29,16,104.1,106.4,0.4369,52.3,17.6,26.9,35.8,50.9,36.3,2014
Evansville,31,12,103.6,105.9,0.4398,49.8,19.2,26.5,49.1,48.9,35.3,2014
Fairfield,32,7,96.3,103.2,0.3118,46,21.8,30.5,34.6,43.6,33.3,2014
Fairleigh Dickinson,29,9,100.8,113,0.2119,47.7,17.6,30.3,35.7,45,35,2014
FIU,28,13,100.8,106.6,0.3441,48.5,20.4,33.2,42.9,49.1,31.3,2014
Florida A&M,30,12,93.9,108.1,0.1649,44.4,20.4,35.6,33.9,42.5,32.3,2014
Florida Atlantic,30,8,101.2,106.9,0.347,47.7,19.5,33.3,36.2,46.9,32.7,2014
Florida Gulf Coast,33,20,99.2,100.8,0.4533,51.1,19.2,30,36,52.5,31.9,2014
Florida St.,36,22,112,97.6,0.8301,51.7,21.3,34.5,45.6,49.7,38,2014
Fordham,31,10,108,110.9,0.4232,45,16.4,35.4,33.4,44.5,30.6,2014
Fresno St.,37,19,110.7,103.9,0.6738,49.9,14.7,24,40.6,47.1,36.3,2014
Furman,27,7,94,114,0.0977,48.8,20.9,26.5,40.6,48.9,32.4,2014
Gardner Webb,30,15,99.7,104.6,0.3651,47.6,17.9,33.2,41.2,47.2,32.5,2014
George Mason,31,11,106.3,102.4,0.6066,48.4,19.8,31.7,40.1,47,35.2,2014
Georgetown,33,18,114.3,100,0.8228,51.1,17.9,31.9,44.8,51.8,33.1,2014
Georgia,34,20,107.9,99,0.7275,48.9,20,35.3,54.1,47.5,34.9,2014
Georgia Southern,31,12,97.9,110.1,0.2072,48.8,17.9,30.3,36.9,48.4,33,2014
Georgia St.,32,23,114,104.3,0.736,53.1,11.9,24.9,38.8,51.1,38,2014
Georgia Tech,33,16,105.7,97.9,0.7082,47.8,18.4,32.7,34.4,48,31.5,2014
Grambling St.,27,4,94.5,122.4,0.0486,46.5,21.9,30.6,40.5,45.3,32.5,2014
Grand Canyon,27,12,104.5,111.5,0.3214,49.2,18.9,27.4,52.1,47,35.1,2014
Green Bay,28,21,106.5,98.3,0.7165,50.9,18.7,34,43,50.9,34,2014
Hampton,30,17,95.5,101,0.3454,46.4,20.2,32.9,50.9,46,31.6,2014
Hartford,33,17,101.2,107.6,0.3317,54.2,21.7,24,38.9,52.4,37.6,2014
Hawaii,29,18,109.9,107.5,0.5635,51.3,16.8,37.3,42.4,51.9,33.2,2014
High Point,29,14,105.8,111.3,0.3588,52.2,18.3,30.3,32.4,49.7,38.6,2014
Hofstra,33,10,105,112.2,0.3189,48.4,18.8,35.5,45.1,47.2,33.4,2014
Holy Cross,34,20,104.2,102.3,0.552,49,18.2,29.8,39.4,46.9,35.3,2014
Houston,33,17,110.7,107.9,0.5731,51.2,18.9,31.6,38.2,49.5,36.7,2014
Houston Baptist,29,4,91.5,111.1,0.0968,46.3,22.4,30.6,39.5,44.8,33.7,2014
Howard,31,6,87.6,105.8,0.1017,42.1,24,31.8,49.3,38.9,32.9,2014
Idaho,33,15,104.9,112,0.3201,50.3,16.9,30.7,44.8,48.7,35.6,2014
Idaho St.,27,9,103.1,112,0.2793,49.4,18.9,35.4,45.4,47.8,35.6,2014
Illinois,35,20,105.4,93.1,0.8065,46.5,16.5,31.2,31.2,45.9,31.7,2014
Illinois Chicago,29,4,101.3,108.1,0.3208,46.1,19,30.4,39.2,44.8,32.6,2014
Illinois St.,33,17,101.3,99.7,0.5453,46.9,18,26.9,40.7,47.5,30.8,2014
Incarnate Word,15,9,101.3,111.5,0.2483,52.3,18.4,31.2,41.3,50.6,37.1,2014
Indiana,32,17,108.4,94.7,0.8246,49.9,21.8,37.2,45.3,49.1,34.4,2014
Indiana St.,32,21,105.6,101,0.6269,50.4,17.2,27,43.3,49.8,34.3,2014
Iona,33,22,118,107.8,0.7391,57.4,14.8,26.1,38,55.8,39.6,2014
IPFW,33,22,109.7,107.5,0.5582,55.3,18.7,32.1,41.7,54,38.4,2014
IUPUI,29,3,96.7,113.9,0.1322,46.5,17.2,22.7,32.6,46.8,30.4,2014
Jackson St.,31,11,93,106.5,0.1745,45.2,21.9,33.4,40.3,45.6,29.3,2014
Jacksonville,28,10,102.9,116.6,0.1927,48.9,19.4,32.7,42.2,48.3,33.5,2014
Jacksonville St.,29,8,96.9,111.5,0.1675,46.4,17.5,31.1,41.4,45.9,31.6,2014
James Madison,31,11,98.1,106.5,0.2814,45.7,18.8,29.7,47.4,48.2,27.3,2014
Kennesaw St.,29,4,92.2,111,0.1063,47.2,23.8,31,38.3,45.3,34,2014
Kent St.,31,15,103.1,106.1,0.4193,49.4,18.3,30.4,37,47.3,35.1,2014
La Salle,31,15,105.9,99.4,0.6741,46.4,17.5,33.1,39.1,45.3,32.5,2014
Lafayette,30,10,108.7,115.2,0.3382,53.7,18.9,27.4,33.3,50.6,39.7,2014
Lamar,30,4,94,112.6,0.1107,46.7,20.2,27.6,39.8,46.8,30.8,2014
Lehigh,32,14,96.8,104,0.3049,48.8,18,26.1,32.7,46.5,35.9,2014
Liberty,29,8,101.5,111.9,0.2455,49.9,20.5,38,34.5,48.4,35.7,2014
Lipscomb,29,14,102.5,111.3,0.2803,51.3,17.5,25.8,47.9,49.7,35.5,2014
LIU Brooklyn,29,9,102.5,118.3,0.1612,49.4,18.6,31,37.8,47.8,34.5,2014
Long Beach St.,30,13,103.8,102.8,0.528,48.6,18.2,34.5,30.8,49.1,31.6,2014
Longwood,28,4,95.7,117.1,0.0892,47.1,18.8,26.8,30.9,45.6,34.1,2014
Louisiana Monroe,26,9,96.5,103.9,0.299,47,19.7,30.3,35.5,47,31.4,2014
Louisiana Tech,36,28,109.8,94.9,0.8423,51.2,15.7,33.5,41.7,52.2,33,2014
Loyola Chicago,31,9,102.3,107.5,0.3614,51.9,20.7,26.8,38,51.6,35,2014
Loyola Marymount,31,12,104.7,106,0.4652,47.1,17.3,32.4,36.4,48,29.8,2014
Loyola MD,28,9,96.1,108.3,0.2022,44.9,18.3,30.5,41.1,44.1,31.5,2014
LSU,34,20,111.3,98.4,0.8043,50,19.2,35,34.2,49.4,34.2,2014
Maine,28,5,94.1,115.3,0.0884,48.9,20.3,24.5,33.9,48.7,32.9,2014
Marist,31,12,100.4,105.4,0.364,46.6,18.1,29.7,40.3,43.9,34.7,2014
Marquette,32,17,109.8,98,0.7885,48.7,17.5,34.1,44.8,48.9,32.1,2014
Marshall,31,9,99.8,104.7,0.3679,46.6,18.9,32.8,42.4,48,29.1,2014
Maryland,32,17,108.1,94.5,0.8237,49.1,18.6,33.5,36.7,47.8,34.2,2014
Maryland Eastern Shore,28,5,99.2,120.6,0.095,45,18.7,32.3,42.3,43.4,32.1,2014
McNeese St.,29,9,96.2,112.2,0.1462,44.1,18.2,32.8,33.6,43.5,30.2,2014
Miami FL,33,17,109.8,98.5,0.7771,47.6,17.2,33.5,36.1,47.2,32.3,2014
Miami OH,30,13,98.6,102,0.4017,48.3,20.2,24.5,34.8,49.7,30,2014
Middle Tennessee,31,22,104.7,95.6,0.7401,49.5,19.2,34.9,44.1,48.8,34.2,2014
Minnesota,37,24,114.4,98.4,0.8499,51.6,18.1,31.4,39.7,50.6,35.5,2014
Mississippi,33,19,111.1,102,0.7277,48.2,15.9,33.1,39.6,46.5,33.9,2014
Mississippi St.,33,14,100.7,102.5,0.4468,48.5,20.2,28.6,43.3,49.5,30.7,2014
Mississippi Valley St.,29,6,93.3,115.5,0.0794,45.3,20.3,29.9,36.1,44.7,31.1,2014
Missouri,35,23,114.2,102.9,0.7682,51.2,19,34.7,52.5,51,34.4,2014
Missouri St.,32,19,105.2,104.3,0.5254,49.6,17,27.1,40.9,47.1,35.9,2014
Monmouth,32,11,95.7,104.4,0.2685,46.8,20.5,33.7,40.6,45.4,33.6,2014
Montana,28,15,106.8,111.5,0.3799,54.7,15.9,24.7,42.3,54.1,37,2014
Montana St.,29,12,94.7,108.6,0.1714,48,18,25.8,39.3,46.8,33.8,2014
Morehead St.,32,18,101.9,104.5,0.4275,49.3,22.1,38.1,53.2,51.1,30.4,2014
Morgan St.,31,15,99.8,105.3,0.3509,46.5,18.4,36.1,41.5,49.5,26.1,2014
Murray St.,32,21,109.1,105.3,0.6017,53.7,18,31.7,45.9,52.2,37.6,2014
Navy,29,8,93.7,106,0.1943,45.8,20,29.7,29.4,43.7,32.9,2014
Nebraska Omaha,29,14,103.7,104.4,0.4796,49.6,17.2,28.4,39.3,49.5,33.2,2014
Nevada,32,15,109.1,107,0.5561,49.2,15.5,31.1,38.1,48.5,33.8,2014
New Hampshire,29,5,89.4,106.6,0.1167,43.7,20.5,27.3,32.3,39.7,32.9,2014
New Orleans,24,9,94.7,112.8,0.1187,46.7,23.4,34.1,51.8,45.6,32.9,2014
Niagara,33,7,100.5,110.2,0.2592,47.2,18.5,32.1,48.6,48,30,2014
Nicholls St.,28,13,97.4,111.3,0.1768,49.8,18.2,28.2,39.5,52.2,30.4,2014
NJIT,25,9,95.1,110.4,0.1529,48,18.6,26.1,38.8,45,35.7,2014
Norfolk St.,31,16,101.9,108.5,0.3252,50.1,20.4,36.8,38.4,49.5,34.4,2014
North Carolina A&T,31,8,93.1,113,0.0975,42.7,22.1,33.4,58.6,41.9,29.5,2014
North Dakota,32,15,103.7,112.5,0.2819,49.9,16.4,30.7,41.6,50.8,32,2014
North Florida,30,14,101.8,110.8,0.2733,49.4,21.9,34,40.5,47.4,35.4,2014
North Texas,30,14,99.7,104.5,0.3685,46.5,18.1,29.2,41.3,44.8,34.2,2014
Northeastern,32,11,100.6,104.5,0.3922,48,20,32.7,44.4,47.7,32.4,2014
Northern Arizona,31,14,99.9,108.5,0.2788,49.9,19.6,33.1,34.3,48.9,35,2014
Northern Colorado,30,16,108.3,115.5,0.3208,53.9,17.2,33.4,37.6,52.7,37.9,2014
Northern Illinois,31,14,94.1,97.4,0.4016,42.6,22.9,35.9,50.6,43.2,27.6,2014
Northern Iowa,30,15,113.1,103.8,0.7298,52.7,16.1,25.9,38.5,51.7,35.9,2014
Northern Kentucky,30,9,102.5,117,0.1797,50.6,17.8,28.4,35.7,49.4,34.9,2014
Northwestern,33,14,98.8,94.7,0.6206,46.1,17.3,22.5,35.5,46.1,30.6,2014
Northwestern St.,29,15,107.1,109.8,0.4294,51.3,17,32.6,39.8,51.4,34,2014
Notre Dame,32,15,113.5,104.9,0.7118,51.7,15.9,32.1,30,50.7,35.8,2014
Oakland,31,11,109,111,0.4495,50.2,16.1,25,37.7,47,36.6,2014
Ohio,36,24,106,102.8,0.5862,52.4,19.1,27.4,34.3,52.3,35.1,2014
Old Dominion,36,18,100.2,100.4,0.4938,47.7,20.4,33.2,39.3,47.2,32.6,2014
Oral Roberts,31,15,107.6,108.9,0.4644,50.4,17,32.9,41.9,49.4,35.8,2014
Oregon St.,32,16,113.2,105.2,0.6989,54.1,19.5,30.7,50.9,52.3,39.2,2014
Pacific,33,17,108.4,106.9,0.5415,50.3,18,31.2,40.6,48.4,36.2,2014
Penn,28,8,98.6,105.7,0.3087,49.7,22.9,28.6,39.1,50.3,32.1,2014
Penn St.,34,16,110.2,100.4,0.7433,48.3,15.8,29.9,39.4,48.6,31.9,2014
Pepperdine,30,14,107.1,106.8,0.5096,51.1,18.1,30.9,39,49.5,36.2,2014
Portland,31,15,108.7,103,0.6514,50.9,17.1,32.1,39.5,47.9,39.4,2014
Portland St.,30,15,101.5,111.5,0.254,51.7,17.1,26.3,39.6,50.5,36.1,2014
Prairie View A&M,33,10,95.4,112.8,0.1269,46.8,20.4,31.1,40.6,44.8,33.9,2014
Presbyterian,30,4,94.6,118.2,0.0712,50.1,19.1,21.6,30.6,49.2,34.7,2014
Princeton,29,20,105.1,98.1,0.6901,52.8,17.1,25,38,52.1,35.7,2014
Purdue,31,14,108.6,100.2,0.7172,47.2,17.8,36.3,37.5,46.2,33.2,2014
Quinnipiac,32,20,110.3,109.9,0.5121,46.8,17.6,41.9,48.1,44.6,35.7,2014
Radford,32,19,107.1,113.7,0.3359,51.9,15.8,31.5,40.4,51.3,35.7,2014
Rhode Island,31,14,103.6,98.6,0.6382,48.6,20.8,32.9,46.2,49.2,31.5,2014
Rice,28,5,95.1,105.8,0.2266,48.2,19.6,21.3,31.9,47.9,32.4,2014
Richmond,33,19,104.1,96.9,0.6959,48.1,16.2,25.9,41,48,32.2,2014
Rider,31,14,105.2,111.1,0.3496,50.6,19,31.2,45.7,45.7,39.7,2014
Robert Morris,36,22,104.6,105.9,0.4652,50.4,17,30.9,36.6,46.5,38.5,2014
Rutgers,32,11,104.7,106.2,0.4601,47,18.2,32.5,36.6,46,32.9,2014
Sacramento St.,28,12,104,110.4,0.3345,50.9,17.6,29.9,35.1,48.8,37,2014
Sacred Heart,31,5,98,112.6,0.1677,46.7,17.6,32.4,35.7,45.5,32.7,2014
Saint Mary's,34,22,111.9,99.8,0.788,51.4,18.2,35.8,48,48.3,38.1,2014
Saint Peter's,31,14,97.7,104.1,0.323,45.7,18.7,30.9,42.1,45,31.6,2014
Sam Houston St.,33,22,105.1,107.4,0.4386,51.7,18.9,33.5,52.1,48.9,38.2,2014
Samford,30,10,99.8,117.1,0.1366,51.8,18.9,27.1,38.9,53,32.6,2014
San Diego,33,16,105.7,101.6,0.6105,51,18.7,27.8,41.5,47.9,38,2014
San Francisco,31,19,111.4,103,0.7095,53.1,17.3,33,43.9,52.7,36,2014
San Jose St.,29,5,92.8,105.6,0.1851,44.7,20.3,28.1,33,40.7,32.8,2014
Santa Clara,31,12,106.9,105.9,0.5276,48.6,15.5,29,36.9,45.3,36.4,2014
Savannah St.,30,11,91.3,100.8,0.2425,46.3,23.9,31.8,38.9,46.3,30.8,2014
Seattle,28,11,99.6,106.1,0.3248,48.7,20.1,36.4,33.8,47.1,34.2,2014
Seton Hall,34,17,108.8,99.8,0.7281,52.4,18.1,26.4,43.1,51.6,35.8,2014
Siena,38,20,101.3,100.4,0.5257,45.8,20.2,36.6,41.7,44.8,32.8,2014
SIU Edwardsville,29,9,99.9,112.7,0.1998,52.3,20.1,29.2,37.9,50.6,37.1,2014
SMU,37,27,110.4,93.7,0.8679,52.8,20.2,35,43.8,51.6,37.9,2014
South Alabama,28,8,102.7,107.1,0.3814,46.3,18.5,31.6,36.4,43.8,33.3,2014
South Carolina,34,14,106.6,101.2,0.6469,46.5,21.3,39.4,45.7,42.6,37.8,2014
South Carolina St.,28,7,91.2,112,0.0857,43.5,22.5,35.5,33.6,44.2,28,2014
South Dakota,27,9,100.4,109.3,0.2746,48.7,18.9,25.7,39.8,46.7,35.2,2014
South Dakota St.,29,16,105.2,103.4,0.5497,49.6,17.9,30.4,43.7,48.9,33.9,2014
South Florida,32,12,101.2,104.2,0.4167,46.2,19.2,31.6,43.8,48.3,25.8,2014
Southeast Missouri St.,30,16,107.5,113.2,0.3552,55.1,18.5,32.3,39.5,55.9,35.6,2014
Southeastern Louisiana,28,10,98,112.6,0.1673,50,18.5,25.3,39,47.5,36.5,2014
Southern,29,16,97.2,99.4,0.4343,49.3,20.5,32,39.3,48.2,34.6,2014
Southern Illinois,32,13,106.4,104.8,0.5446,49.4,18.9,33.8,42.4,49.4,33,2014
Southern Miss,34,27,108.7,99.9,0.7266,50.6,20.5,38.6,51.5,50,34.7,2014
Southern Utah,28,1,88.1,114.2,0.0486,44.7,21.4,23.8,39.3,43.1,32.6,2014
St. Bonaventure,33,18,111.6,101.6,0.7462,49.6,18.7,36.5,41.1,49.9,32.6,2014
St. Francis NY,31,17,98.3,101.4,0.4108,48.2,19.4,33.2,36.1,48.7,31.5,2014
St. Francis PA,31,10,95.8,110.7,0.1598,47.6,17,26,32.7,47.3,32,2014
St. John's,33,20,107.7,95.1,0.8084,48.7,15.6,31.1,37.1,47.6,34.9,2014
Stetson,30,7,93.9,113.8,0.0992,47.1,19.4,27.5,36.7,48.8,29.2,2014
Stony Brook,33,22,104.2,104.7,0.4858,50,18.7,34,38.4,48.8,35.4,2014
TCU,30,8,99.5,102.7,0.4104,44.6,17.6,24.6,44.8,43.3,31.9,2014
Temple,31,9,109.7,108.6,0.53,48,15.1,32.3,31.7,46.8,33.8,2014
Tennessee Martin,29,6,102.7,117.9,0.1694,48.1,16.2,30,35.1,45.8,34.9,2014
Tennessee St.,29,4,99.8,113.4,0.1872,47.1,18.4,31.9,43,48.4,29.4,2014
Tennessee Tech,31,15,100.3,107.6,0.3079,50,22.4,35.5,46.1,50.5,32.6,2014
Texas A&M,34,18,101.1,94.7,0.6794,47.9,17.4,27.2,38.8,48.1,31.7,2014
Texas A&M Corpus Chris,32,17,103.4,109.8,0.3337,51.8,19.2,34.3,43.9,50.6,37.2,2014
Texas St.,29,6,94.8,102.6,0.287,47.5,21.5,29.7,33.6,48,30.7,2014
Texas Tech,32,14,110,101.6,0.7126,49.7,18.8,37.6,38.7,50.7,31.1,2014
